HDR,XXX,Walmart,00,856,20230812,,CKCO,,,00073405000072976,,,,PLT94,1,511.60,,WAL-MART,DC,6017A-ASM-DIS,2108,TIPTON,STREET,,SEYMOUR,IN,47274,,Lee,Thompson,Fawcett,Co.,400,North,Railroad,Street,,Penn,PA,15675,,
ORD,6867624294,PLT94,1
TAR,00000734050176242940B
PAK,00000734050016242949,,,,,,,,,,
ITM,073405101467,10.0,CA,,,,,,,,
ITM,073405101603,1.0,CA,,,,,,,,
ITM,073405101641,5.0,CA,,,,,,,,
ITM,073405102266,9.0,CA,,,,,,,,
ITM,073405101221,5.0,CA,,,,,,,,
